ID,Name,Alternate_Names,,
http://identifiers.org/so/SO:0001079,polypeptide_structural_motif,"['polypeptide structural motif', 'structural_motif']",0001079,http://identifiers.org/so/SO:0001079
http://identifiers.org/so/SO:0001074,non_cytoplasmic_polypeptide_region,"['non_cytoplasm_location', 'outside', 'non cytoplasmic polypeptide region']",0001074,http://identifiers.org/so/SO:0001074
http://identifiers.org/so/SO:0001073,cytoplasmic_polypeptide_region,"['cytoplasmic polypeptide region', 'cytoplasm_location', 'inside']",0001073,http://identifiers.org/so/SO:0001073
http://identifiers.org/so/SO:0001076,membrane_peptide_loop,"['membrane_loop', 'membrane peptide loop']",0001076,http://identifiers.org/so/SO:0001076
http://identifiers.org/so/SO:0001075,intramembrane_polypeptide_region,"['intramembrane polypeptide region', 'intramembrane']",0001075,http://identifiers.org/so/SO:0001075
http://identifiers.org/so/SO:0001070,polypeptide_structural_region,"['structural_region', 'polypeptide structural region']",0001070,http://identifiers.org/so/SO:0001070
http://identifiers.org/so/SO:0001072,extramembrane_polypeptide_region,"['extramembrane_region', 'extramembrane', 'topo_dom', 'extramembrane polypeptide region']",0001072,http://identifiers.org/so/SO:0001072
http://identifiers.org/so/SO:0001071,membrane_structure,['membrane structure'],0001071,http://identifiers.org/so/SO:0001071
http://identifiers.org/so/SO:0001067,polypeptide_motif,"['polypeptide motif', 'motif']",0001067,http://identifiers.org/so/SO:0001067
http://identifiers.org/so/SO:0001066,compositionally_biased_region_of_peptide,"['compositional bias', 'compositionally_biased_region', 'compbias', 'compositionally biased region of peptide', 'compositionally biased']",0001066,http://identifiers.org/so/SO:0001066
http://identifiers.org/so/SO:0001069,,,0001069,http://identifiers.org/so/SO:0001069
http://identifiers.org/so/SO:0001068,polypeptide_repeat,"['polypeptide repeat', 'repeat']",0001068,http://identifiers.org/so/SO:0001068
http://identifiers.org/so/SO:0001063,immature_peptide_region,['immature peptide region'],0001063,http://identifiers.org/so/SO:0001063
http://identifiers.org/so/SO:0001062,propeptide,"['propep', 'INSDC_feature:propeptide']",0001062,http://identifiers.org/so/SO:0001062
http://identifiers.org/so/SO:0001065,,,0001065,http://identifiers.org/so/SO:0001065
http://identifiers.org/so/SO:0001064,active_peptide,"['active peptide', 'peptide']",0001064,http://identifiers.org/so/SO:0001064
http://identifiers.org/so/SO:0001061,propeptide_cleavage_site,['propeptide cleavage site'],0001061,http://identifiers.org/so/SO:0001061
http://identifiers.org/so/SO:0001060,sequence_variant,"['VAAST:sequence_variant', 'ANNOVAR:unknown', 'sequence variant', 'Jannovar:sequence_variant']",0001060,http://identifiers.org/so/SO:0001060
http://identifiers.org/so/SO:0001059,sequence_alteration,"['INSDC_feature:variation', 'sequence alteration', 'sequence variation', 'partially_characterised_change_in_DNA_sequence', 'INSDC_note:sequence_alteration', 'INSDC_feature:misc_feature', 'partially characterised change in DNA sequence', 'uncharacterised_change_in_nucleotide_sequence']",0001059,http://identifiers.org/so/SO:0001059
http://identifiers.org/so/SO:0001099,polypeptide_manganese_ion_contact_site,"['Mn_contact_site', 'polypeptide manganese ion contact site']",0001099,http://identifiers.org/so/SO:0001099
http://identifiers.org/so/SO:0001096,polypeptide_copper_ion_contact_site,"['Cu_contact_site', 'polypeptide copper ion contact site']",0001096,http://identifiers.org/so/SO:0001096
http://identifiers.org/so/SO:0001095,polypeptide_cobalt_ion_contact_site,"['polypeptide cobalt ion contact site', 'Co_contact_site']",0001095,http://identifiers.org/so/SO:0001095
http://identifiers.org/so/SO:0001098,polypeptide_magnesium_ion_contact_site,"['polypeptide magnesium ion contact site', 'Mg_contact_site']",0001098,http://identifiers.org/so/SO:0001098
http://identifiers.org/so/SO:0001097,polypeptide_iron_ion_contact_site,"['Fe_contact_site', 'polypeptide iron ion contact site']",0001097,http://identifiers.org/so/SO:0001097
http://identifiers.org/so/SO:0001092,polypeptide_metal_contact,['metal_binding'],0001092,http://identifiers.org/so/SO:0001092
http://identifiers.org/so/SO:0001091,non_covalent_binding_site,"['binding site', 'binding', 'non covalent binding site']",0001091,http://identifiers.org/so/SO:0001091
http://identifiers.org/so/SO:0001094,polypeptide_calcium_ion_contact_site,"['polypeptide calcium ion contact site', 'ca bind', 'Ca_contact_site', 'ca_bind']",0001094,http://identifiers.org/so/SO:0001094
http://identifiers.org/so/SO:0001093,protein_protein_contact,"['protein_protein_interaction', 'protein protein contact site', 'protein protein contact']",0001093,http://identifiers.org/so/SO:0001093
http://identifiers.org/so/SO:0001090,covalent_binding_site,['covalent binding site'],0001090,http://identifiers.org/so/SO:0001090
http://identifiers.org/so/SO:0001089,post_translationally_modified_region,"['post_translational_modification', 'modified residue', 'mod_res']",0001089,http://identifiers.org/so/SO:0001089
http://identifiers.org/so/SO:0001088,disulfide_bond,"['disulfid', 'disulphide', 'disulfide', 'disulphide bond', 'disulfide bond']",0001088,http://identifiers.org/so/SO:0001088
http://identifiers.org/so/SO:0001085,sequence_conflict,['conflict'],0001085,http://identifiers.org/so/SO:0001085
http://identifiers.org/so/SO:0001084,non_terminal_residue,"['non_ter', 'non terminal']",0001084,http://identifiers.org/so/SO:0001084
http://identifiers.org/so/SO:0001087,cross_link,"['cross link', 'crosslink']",0001087,http://identifiers.org/so/SO:0001087
http://identifiers.org/so/SO:0001086,sequence_uncertainty,"['unsure', 'INSDC_feature:unsure']",0001086,http://identifiers.org/so/SO:0001086
http://identifiers.org/so/SO:0001081,helix_turn_helix,"['helix turn helix', 'helix-turn-helix', 'HTH']",0001081,http://identifiers.org/so/SO:0001081
#VALUE!,non_functional_homolog_of,,#VALUE!,#VALUE!
http://identifiers.org/so/SO:0001080,coiled_coil,"['coiled', 'coiled coil']",0001080,http://identifiers.org/so/SO:0001080
http://identifiers.org/so/SO:0001083,non_adjacent_residues,"['non consecutive', 'non_cons']",0001083,http://identifiers.org/so/SO:0001083
http://identifiers.org/so/SO:0001082,polypeptide_sequencing_information,['sequencing_information'],0001082,http://identifiers.org/so/SO:0001082
http://identifiers.org/so/SO:0001908,internal_feature_elongation,"['Jannovar:internal_feature_elongation', 'internal feature elongation']",0001908,http://identifiers.org/so/SO:0001908
http://identifiers.org/so/SO:0001907,feature_elongation,"['feature elongation', 'VEP:feature_elongation']",0001907,http://identifiers.org/so/SO:0001907
http://identifiers.org/so/SO:0001909,frameshift_elongation,"['Jannovar:frameshift_elongation', 'ANNOVAR:frameshift insertion', 'frameshift elongation']",0001909,http://identifiers.org/so/SO:0001909
http://identifiers.org/so/SO:0001904,antisense_lncRNA,"['natural antisense transcript', 'antisense lncRNA']",0001904,http://identifiers.org/so/SO:0001904
http://identifiers.org/so/SO:0001903,,,0001903,http://identifiers.org/so/SO:0001903
http://identifiers.org/so/SO:0001906,feature_truncation,"['VEP:feature_truncation', 'feature truncation', 'Jannovar:feature_truncation']",0001906,http://identifiers.org/so/SO:0001906
